x1,y1,z1,x2,y2,z2,x3,y3,z3
-0.014460360111,-0.700740641367,0.713269550396,-0.587622718547,0.277992933649,-0.759881220645,-0.366643784486,0.671891657472,-0.643532389175
0.420723053511,-4.22733500259,3.19989768759,-1.03238066514,-0.426548360652,-5.40429290197
