x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7
19.33333333,15.33333333,10,26,14,10,10,10,10,10,18,10,22,14,10,14,14,10,11.33333333,14,16.66666667,14,18,18
20.66666667,16.66666667,10,26,14,10,10,10,10,10,18,10,22,14,10,14,14,10,12.66666667,14,15.33333333,14,18,18
